Cmdline: /system/bin/simpleperf record -p 30765 --duration 8 -o /data/local/tmp/perf.data
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 14060
Event count: 5616537326

Children  Self   Shared Object                                                                                                                                   Symbol
0.13%     0.13%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d490]
0.13%     0.13%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c30c]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4ec]
0.12%     0.12%  /apex/com.android.art/lib64/libart.so                                                                                                           @plt
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83540]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c334]
0.12%     0.12%  /system/lib64/libhwui.so                                                                                                                        sktext::gpu::TextBlobRedrawCoordinator::drawGlyphRunList(SkCanvas*, SkMatrix const&, sktext::GlyphRunList const&, SkPaint const&, SkStrikeDeviceInfo, std::__1::function<void (sktext::gpu::AtlasSubRun const*, SkPoint, SkPaint const&, sk_sp<SkRefCnt>, sktext::gpu::RendererData)> const&)
0.12%     0.12%  /apex/com.android.art/lib64/libart.so                                                                                                           art::(anonymous namespace)::ScopedCheck::Check(art::ScopedObjectAccess&, bool, char const*, art::(anonymous namespace)::JniValueType*) (.__uniq.99033978352804627313491551960229047428)
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83308]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c83550]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c244]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d254]
0.12%     0.12%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cdc0]
0.11%     0.11%  /apex/com.android.art/lib64/libart.so                                                                                                           NterpGetMethod
0.11%     0.11%  [JIT app cache]                                                                                                                                 org.json.JSONStringer.replaceTop
0.11%     0.11%  /apex/com.android.art/lib64/libart.so                                                                                                           __aarch64_cas4_acq_rel
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cc80]
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4b8]
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2ec]
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832d8]
0.11%     0.11%  [JIT app cache]                                                                                                                                 java.util.HashMap.putVal
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c320]
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3f8]
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832b8]
0.11%     0.11%  [JIT app cache]                                                                                                                                 java.lang.Character.toLowerCase
0.11%     0.11%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c7dd50]
0.11%     0.11%  /system/lib64/libhwui.so                                                                                                                        sktext::gpu::VertexFiller::fillVertexData(int, int, SkSpan<sktext::gpu::Glyph const*>, unsigned int, SkMatrix const&, SkIRect, void*) const
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c832b0]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4c0]
0.10%     0.10%  [JIT app cache]                                                                                                                                 org.json.JSONTokener.readLiteral
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8333c]
0.10%     0.10%  [JIT app cache]                                                                                                                                 org.json.JSONTokener.nextToInternal
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c8c954]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c280]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d284]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c3f4]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cd44]
0.10%     0.10%  [JIT app cache]                                                                                                                                 jdk.internal.util.Preconditions.checkIndex
0.10%     0.10%  [JIT app cache]                                                                                                                                 org.json.JSONStringer.beforeValue
0.10%     0.10%  [JIT app cache]                                                                                                                                 java.lang.AbstractStringBuilder.isLatin1
0.10%     0.10%  /system/lib64/libhwui.so                                                                                                                        SkMatrixPriv::MapRect(SkM44 const&, SkRect const&)
0.10%     0.10%  /apex/com.android.i18n/lib64/libicuuc.so                                                                                                        ucnv_fromUnicode_UTF8_76
0.10%     0.10%  [JIT app cache]                                                                                                                                 java.util.HashMap.getNode
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4d8]
0.10%     0.10%  [JIT app cache]                                                                                                                                 android.view.ViewGroup.onDescendantInvalidated
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c460]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9cbe8]
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2d8]
0.10%     0.10%  [kernel.kallsyms]                                                                                                                               tlb_flush_mmu_tlbonly
0.10%     0.10%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4a8]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c834ec]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2ac]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c400]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2a0]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b3ac84]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4e0]
0.09%     0.09%  /system/lib64/libhwui.so                                                                                                                        SkCanvas::translate(float, float)
0.09%     0.09%  /apex/com.android.art/lib64/libart.so                                                                                                           art::StringFactory_newStringFromBytes(_JNIEnv*, _jclass*, _jbyteArray*, int, int, int) (.__uniq.69738951954755148529605360874931303746)
0.09%     0.09%  /system/lib64/libhwui.so                                                                                                                        android::uirenderer::DamageAccumulator::popTransform()
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+b926c8]
0.09%     0.09%  /system/lib64/libhwui.so                                                                                                                        std::__1::__function::__func<android::uirenderer::RenderNode::syncDisplayList(android::uirenderer::TreeObserver&, android::uirenderer::TreeInfo*)::$_0, std::__1::allocator<android::uirenderer::RenderNode::syncDisplayList(android::uirenderer::TreeObserver&, android::uirenderer::TreeInfo*)::$_0>, void (android::uirenderer::RenderNode*)>::operator()(android::uirenderer::RenderNode*&&) (.__uniq.10397782060659495822194741288103189803.203475ed07c5ffb5392ca8a2a4b019a1)
0.09%     0.09%  /apex/com.android.art/lib64/libart.so                                                                                                           art::mirror::Object* art::gc::Heap::AllocObjectWithAllocator<true, true, art::mirror::SetStringCountAndValueVisitorFromString>(art::Thread*, art::ObjPtr<art::mirror::Class>, unsigned long, art::gc::AllocatorType, art::mirror::SetStringCountAndValueVisitorFromString const&)
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c258]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4d0]
0.09%     0.09%  [kernel.kallsyms]                                                                                                                               __list_del_entry_valid
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c304]
0.09%     0.09%  [JIT app cache]                                                                                                                                 java.lang.String.checkBoundsOffCount
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c340]
0.09%     0.09%  /apex/com.android.art/lib64/libart.so                                                                                                           art::jni::LocalReferenceTable::Add(art::ObjPtr<art::mirror::Object>, std::__1::basic_string<char, std::__1::char_traits<char>, std::__1::allocator<char>>*)
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+6c4fb4]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2e0]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c300]
0.09%     0.09%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2d4]
0.08%     0.08%  [kernel.kallsyms]                                                                                                                               binder_transaction
0.08%     0.08%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  pthread_mutex_unlock
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2c0]
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2a8]
0.08%     0.08%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  __vfprintf
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4c8]
0.08%     0.08%  [JIT app cache]                                                                                                                                 org.json.JSONTokener.readObject
0.08%     0.08%  /apex/com.android.art/lib64/libart.so                                                                                                           art_quick_alloc_object_initialized_tlab
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c2bc]
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d5e8]
0.08%     0.08%  [JIT app cache]                                                                                                                                 java.nio.ByteBufferAsFloatBuffer.put
0.08%     0.08%  /apex/com.android.runtime/lib64/bionic/libc.so                                                                                                  free
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4b0]
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9d4f4]
0.08%     0.08%  [JIT app cache]                                                                                                                                 org.json.JSONArray.writeTo
0.08%     0.08%  [JIT app cache]                                                                                                                                 org.json.JSONStringer.peek
0.08%     0.08%  /data/app/~~VakrlQyhRfUckFhfo29hWA==/com.example.mobilenetv2tfliteapp-QlADsUZjk9R6jXpwlMlotw==/base.apk!/lib/arm64-v8a/libonnxruntime.so        libonnxruntime.so[+c9c238]
